% Model:              hydro_005.mph
% Version:            COMSOL 5.4.0.225
% Date:               Apr 16 2025, 10:51
% Dimension:          3
% Nodes:              3184
% Expressions:        4
% Description:        Velocity field, x component, Velocity field, y component, Velocity field, z component, Pressure
% Length unit:        m
% x                       y                        z                        u2 (m/s) @ t=1           v2 (m/s) @ t=1           w2 (m/s) @ t=1           p2 (Pa) @ t=1
3.3895457252799953E-6     3.3895457252799953E-6    -7.868706354491912E-6    -4.4101515155528136E-13  -4.4101515155528136E-13  -2.753404750285675E-9    0.10711502526827371
4.814522976632098E-6      2.919383121333331E-6     -7.395840214932061E-6    -6.120583104381928E-13   -3.7100647194689866E-13  -2.7534936176377907E-9   0.10711502563002726
4.0182400682188835E-6     2.183387637927443E-6     -8.264203145504036E-6    -4.784446512699011E-13   -2.6054811448148067E-13  -2.7534257044170083E-9   0.10711502485988779
4.026227958422304E-6      4.026227958422304E-6     -6.368587977050568E-6    -6.87107580976797E-13    -6.87107580976797E-13    -2.753401084609099E-9    0.1071150264150913
5.29072588419999E-6       3.742007876980315E-6     -5.9369172786489815E-6   -8.284509703372126E-13   -5.838436350438203E-13   -2.7535553035411258E-9   0.10711502694495145
4.297550967554911E-6      2.991755077373316E-6     -6.005561524991322E-6    -9.189877248546838E-13   -6.376605733949452E-13   -2.753235436229119E-9    0.10711502717825927
6.10919049421477E-6       4.560472486995095E-6     -4.878448754421808E-6    -8.834517551747853E-13   -6.598791660566135E-13   -2.7537832946008513E-9   0.10711502809004862
4.4395830600173995E-6     4.4395830600173995E-6    -4.867976783893814E-6    -9.618517651726894E-13   -9.618517651726894E-13   -2.7534770823533228E-9   0.107115028007688
4.649378508997836E-6      4.649378508997836E-6     -3.422930200761932E-6    -1.2701427633543017E-12  -1.2701427633543017E-12  -2.753640251594461E-9    0.10711502920470324
6.8182944863851045E-6     4.6842046095218494E-6    -2.231470290776513E-6    -1.2041779462911928E-12  -8.256846948588571E-13   -2.7541404268689628E-9   0.10711503070630667
6.027881645174762E-6      4.172453012751822E-6     -1.1907537843892838E-6   -1.6576888945935606E-12  -1.1473625687229118E-12  -2.75425948192183E-9     0.10711503125785629
5.293612899519576E-6      4.03795987836736E-6      -6.612907115802439E-7    -2.0051681285479818E-12  -1.5291783337194336E-12  -2.7543619345779506E-9   0.10711503130759399
4.65767814610036E-6       4.65767814610036E-6      -2.097761826517211E-6    -1.5861938245776697E-12  -1.5861938245776697E-12  -2.7538922260446395E-9   0.10711503051699743
5.563551962000066E-6      4.35717640134828E-6      -2.7172120479204688E-6   -1.424704389503452E-12   -1.1169472164502354E-12  -2.7538739294388275E-9   0.10711502985223234
6.469425777899776E-6      4.056674656596206E-6     -3.3366622693237275E-6   -1.2349093692945889E-12  -7.743366689260161E-13   -2.7539005761835726E-9   0.10711502937139507
6.828389329671894E-6      8.659927010486461E-7     -4.1036622247686125E-6   -1.4511568710828788E-12  -1.8575788775680583E-13  -2.7536707090547626E-9   0.10711502896591464
7.1579734776764695E-6     1.1168046156994632E-6    -1.0797392932748867E-6   -2.0580013531906718E-12  -3.227161632463181E-13   -2.7542805299554053E-9   0.10711503146674711
6.242933621582796E-6      0                        -4.880609881930415E-6    -1.3693480149278497E-12  0                        -2.7534660492654835E-9   0.10711502803862684
5.405903799135194E-6      9.786410981621478E-7     -5.261572477431245E-6    -1.3418738167883466E-12  -2.473437352500083E-13   -2.753239449304904E-9    0.1071150276269009
6.265706075842995E-6      0                        -5.22893798361854E-7     -2.8630825407034946E-12  0                        -2.754387941474355E-9    0.1071150322679238
6.972712159146469E-6      8.659927010486461E-7     -2.6521416955554543E-6   -1.8337008254857507E-12  -2.2575025624623265E-13  -2.753875689786979E-9    0.10711502983718263
6.5315792805319795E-6     0                        -1.9775688235040985E-6   -2.3121575877247778E-12  0                        -2.7539070803106496E-9   0.10711503060158767
6.5382170287202015E-6     0                        -3.4030347973280976E-6   -1.8149444237637152E-12  0                        -2.753632540014227E-9    0.10711502901173639
5.1396953793910204E-6     0                        3.964407978669078E-6     -2.1804965081955543E-12  0                        -2.7562828150822397E-9   0.10711503578316604
6.087365508641254E-6      1.1622145906221854E-6    3.0914922154447645E-6    -2.117243898590778E-12   -4.0833325833756117E-13  -2.755672629012461E-9    0.1071150346969964
4.220250843803399E-6      1.1923067202013753E-6    4.50378677005294E-6      -1.9704788980699773E-12  -5.530980173391117E-13   -2.7567093530272464E-9   0.10711503671942685
5.185851947480782E-6      3.62918796069109E-6      1.377087022942578E-6     -2.177999905199352E-12   -1.5273193003140425E-12  -2.7551990178542463E-9   0.10711503383641931
4.522258278726527E-6      4.522258278726527E-6     8.088179947945549E-7     -1.9220480726287438E-12  -1.9220480726287438E-12  -2.7549691204038815E-9   0.10711503240853844
5.394179314662212E-6      0                        2.7483750566488454E-6    -2.7963526485642392E-12  0                        -2.7560520404329966E-9   0.10711503478782641
4.729457292313585E-6      1.1622145906221854E-6    3.478572514914956E-6     -2.5417455900859427E-12  -6.287490051722828E-13   -2.756495820786178E-9    0.10711503564253663
3.533368377770409E-6      2.661858238393268E-6     3.951080690084399E-6     -1.9566472215507394E-12  -1.4669229803735921E-12  -2.7568020100207845E-9   0.10711503623358974
3.8045561542424275E-6     3.8045561542424275E-6    2.7386258775474083E-6    -1.9905137932975473E-12  -1.9905137932975473E-12  -2.756060349648897E-9    0.10711503476726847
4.373588299034117E-6      3.1414508481299466E-6    2.2665235156514027E-6    -2.5101256415340906E-12  -1.8002749657437294E-12  -2.7559436542702957E-9   0.10711503486383055
6.673188236486802E-6      1.1430869200576293E-6    9.08441387441362E-7      -2.392135373930848E-12   -4.111776698593515E-13   -2.754937481711485E-9    0.10711503343040124
6.31964352520237E-6       6.740316983723796E-7     1.498840356499867E-7     -2.8028599147102355E-12  -2.954472783800462E-13   -2.7546943940543146E-9   0.10711503243643093
5.748045575619923E-6      8.66879025325507E-7      1.1742211206658442E-6    -3.1465135177539448E-12  -4.765966828926817E-13   -2.755279873511138E-9    0.10711503383704017
5.435438320905813E-6      0                        1.6283033563263144E-6    -3.3981508033571376E-12  0                        -2.755663991773286E-9    0.10711503320110734
4.733243372423537E-6      5.834006912485981E-7     1.8010608869918286E-6    -4.077219886392373E-12   -5.016349993457005E-13   -2.7562073562798976E-9   0.10711503449683665
5.349454950632501E-6      0                        5.211279380711304E-7     -3.925481932511106E-12   0                        -2.7550412477168798E-9   0.10711503198546081
5.723824539738689E-6      7.03005488719877E-7      -4.27809889273967E-7     -3.358167766914564E-12   -4.069897192884141E-13   -2.7543952737986125E-9   0.10711503184314931
3.7861730935821937E-6     3.7861730935821937E-6    1.6177032263944267E-6    -2.4768907747770676E-12  -2.4768907747770676E-12  -2.75570817155288E-9     0.10711503257991838
3.951022863287109E-6      2.601455705083634E-6     2.243890007197421E-6     -3.1536522026131807E-12  -2.0750902113612497E-12  -2.756440393730723E-9    0.10711503467753287
4.3525404429704E-6        3.0188232030890784E-6    1.1018035137475882E-6    -3.1405602222054537E-12  -2.1834321200939083E-12  -2.755456654445199E-9    0.10711503288761298
4.302421424104069E-6      4.302421424104069E-6     -1.4081640126313026E-7   -2.174946303862929E-12   -2.174946303862929E-12   -2.7545650869411707E-9   0.10711503193209578
4.934658788047055E-6      3.2942976321096732E-6    2.451011563054332E-7     -2.683902675643237E-12   -1.7928364347532987E-12  -2.754761791513404E-9    0.10711503200988087
4.495836997972342E-6      4.495836997972342E-6     -9.907307591594213E-7    -1.911253265385788E-12   -1.911253265385788E-12   -2.7542009921403455E-9   0.10711503132114929
4.908064781678103E-6      3.275169961545117E-6     -8.124830962974451E-7    -2.64418640102802E-12    -1.761448575094704E-12   -2.754207809384029E-9    0.10711503176665536
3.016605306595076E-6      3.016605306595076E-6     3.169459968193844E-6     -2.3069691278690837E-12  -2.3069691278690837E-12  -2.757072236176782E-9    0.10711503565301596
4.318344735661507E-6      2.67051724391973E-6      2.9578235936367987E-6    -2.4414985823770718E-12  -1.5111046630588933E-12  -2.7563122258459823E-9   0.10711503442494066
3.838830419899268E-6      0                        4.210957810750159E-6     -2.392868959051681E-12   0                        -2.757254608752257E-9    0.10711503538523172
3.7532376908522863E-6     6.866652143586452E-7     3.7004075388275086E-6    -2.8714937872335478E-12  -5.236433220655436E-13   -2.757475302067849E-9    0.10711503679041443
3.179489394240538E-6      2.307979254863397E-6     4.976016829303085E-6     -1.4459209127691828E-12  -1.0522386126543184E-12  -2.756869477946491E-9    0.10711503834617851
2.746660857434549E-6      2.746660857434549E-6     4.183857822204097E-6     -1.7101714801237607E-12  -1.7101714801237607E-12  -2.7572230902898023E-9   0.10711503679591197
2.9575678592884137E-6     2.108337985800874E-6     3.8089562641534744E-6    -2.3253856065607046E-12  -1.6615349595323215E-12  -2.7576417654411424E-9   0.10711503461783294
2.307037131324298E-6      8.52031304166834E-7      6.930904233300006E-6     -6.882317943366122E-13   -2.547650131868763E-13   -2.756608514763876E-9    0.1071150387701078
3.24287382344462E-6       0                        5.227677659424874E-6     -1.623866164019632E-12   0                        -2.7572116588891727E-9   0.1071150374768312
3.4438694458391888E-6     1.3650025903959035E-6    5.7089940984168125E-6    -1.2788676245256568E-12  -5.049414692404841E-13   -2.7566991484505583E-9   0.1071150374125726
3.200921971505567E-6      6.428147622828676E-7     4.317815240307253E-6     -2.321316035454495E-12   -4.75536355610596E-13    -2.757764123291047E-9    0.10711503659149056
2.3088473395353766E-6     2.3088473395353766E-6    5.219332246631216E-6     -1.153583106186608E-12   -1.153583106186608E-12   -2.757198683827328E-9    0.10711503701235278
2.4237972387516917E-6     1.3843638110300766E-6    5.371847510404484E-6     -1.2596344940096393E-12  -7.271622074268913E-13   -2.757401043929056E-9    0.10711503756306293
1.7040626083336368E-6     1.7040626083336368E-6    6.212676574616723E-6     -6.737452792965964E-13   -6.737452792965964E-13   -2.7570297510691316E-9   0.10711503816560194
2.5423147925519598E-6     6.921819055150383E-7     4.801915556209987E-6     -1.7864571230997054E-12  -4.956825658624209E-13   -2.757989194249178E-9    0.10711503686997016
2.391611889628519E-6      0                        6.217175474688683E-6     -9.52340355433859E-13    0                        -2.757035961610116E-9    0.10711503845128025
1.3208156910836432E-6     0                        7.101002547885339E-6     -4.170675664999314E-13   0                        -2.7567765408287075E-9   0.10711503887299133
9.426901424867042E-7      9.426901424867042E-7     7.098353915681513E-6     -2.9722699944090484E-13  -2.9722699944090484E-13  -2.7567826676120253E-9   0.10711503890747796
0                         0                        7.841863163663436E-6     0                        0                        -2.7564684030342197E-9   0.10711503921543014
2.6919813227661307E-6     1.2425009619039258E-6    -8.468192194089368E-6    -3.800600815393648E-13   -1.738565788782722E-13   -2.753228860163175E-9    0.10711502489321795
4.462679395461774E-6      1.0359983450066729E-6    -6.79835633573822E-6     -8.624868083649799E-13   -1.9885842108650353E-13  -2.7531773603404783E-9   0.10711502639120553
4.650752829354864E-6      0                        -5.196162834380472E-6    -1.5165113956576754E-12  0                        -2.7528691226635125E-9   0.1071150278718577
3.908150092732751E-6      0                        -6.430422356014477E-6    -9.930082743826274E-13   0                        -2.7528935427196955E-9   0.10711502634065892
3.6488479090063546E-6     1.6947728626399714E-6    -7.149564355253196E-6    -7.03030407303079E-13    -3.252059662651404E-13   -2.7531085227692988E-9   0.10711502601966556
2.053600346240359E-6      2.053600346240359E-6     -7.594979177065639E-6    -4.0514935008814883E-13  -4.0514935008814883E-13  -2.7529833671803084E-9   0.10711502571955699
2.8989607217243705E-6     0                        -7.601390666286767E-6    -5.723668653891197E-13   0                        -2.7529853652908962E-9   0.1071150254264135
1.1307860358444803E-6     1.1307860358444803E-6    -8.66653134382625E-6     -1.6941992673773166E-13  -1.6941992673773166E-13  -2.7531270067844687E-9   0.10711502468210689
1.5991351312353838E-6     0                        -8.667296556730555E-6    -2.3862175976556617E-13  0                        -2.7531314661811897E-9   0.10711502467652446
0                         0                        -9.563584198996034E-6    0                        0                        -2.753299479650926E-9    0.10711502368922819
4.4183379155736684E-6     9.542072324318368E-7     -5.742155541035927E-6    -1.2382458481128237E-12  -2.6804678808505097E-13  -2.7529342312220985E-9   0.10711502776643941
3.676714730994847E-6      2.370918840813253E-6     -6.022313256024047E-6    -9.71723657772408E-13    -6.268638853009826E-13   -2.752944477569933E-9    0.10711502712515192
2.7845554853021788E-6     2.7845554853021788E-6    -6.402091439116018E-6    -7.150443355801235E-13   -7.150443355801235E-13   -2.752890567046818E-9    0.1071150268076446
3.3042784053579775E-6     3.3042784053579775E-6    -5.170381889540023E-6    -1.080250518662966E-12   -1.0802505186629662E-12  -2.752878146540778E-9    0.10711502841228081
4.819006626685443E-6      2.69593360791376E-6      -4.71087653430926E-6     -1.393164446519077E-12   -7.751641494920142E-13   -2.7532058261447528E-9   0.10711502823915592
3.749333019035604E-6      3.749333019035604E-6     -6.451374412713424E-7    -2.7942973039261E-12     -2.7942973039261E-12     -2.7541641504032216E-9   0.1071150325573007
3.639420704896495E-6      3.639420704896495E-6     -3.9347804301045725E-6   -1.498986511865517E-12   -1.498986511865517E-12   -2.752977156383825E-9    0.10711502857062416
3.700759223687124E-6      2.5245553225360383E-6    -4.673064273913411E-6    -1.514279316282774E-12   -1.0378464195653658E-12  -2.7526775405497433E-9   0.10711502743979563
3.795709801026242E-6      3.795709801026242E-6     -2.7385379443223076E-6   -1.954557895131081E-12   -1.954557895131081E-12   -2.753216709246802E-9    0.10711503027682358
3.7596762904246726E-6     3.7596762904246726E-6    -1.6185507275287643E-6   -2.475098076863299E-12   -2.475098076863299E-12   -2.753581586366751E-9    0.10711503019337387
4.875621624500339E-6      3.4559864341079397E-6    -2.0144783789282537E-6   -2.1901354957249557E-12  -1.5568942214242907E-12  -2.7537157264488703E-9   0.1071150314005904
5.06913927668329E-6       3.434585019503224E-6     -3.779217995686444E-6    -1.5112162951086054E-12  -1.0223583449762665E-12  -2.7534482544214145E-9   0.10711502919934357
4.22400361892847E-6       2.990880067671982E-6     -3.247231283544603E-6    -2.0916615771040798E-12  -1.4793641369630134E-12  -2.7530146441011468E-9   0.10711502949376775
3.936675549583992E-6      2.7035519983275036E-6    -2.3956701210464955E-6   -2.9106435617610844E-12  -2.009147175780288E-12   -2.7528671515486005E-9   0.10711502980381093
6.111499544389612E-6      1.0185812081361939E-6    -3.4254622917168175E-6   -1.9215060444065923E-12  -3.2626293546139575E-13  -2.753507954669163E-9    0.10711502914260741
6.0226437098920585E-6     1.1239592494930734E-6    -1.7308593074179293E-6   -2.6368362143296954E-12  -4.939564835255791E-13   -2.7538659336829758E-9   0.10711503098403034
5.127765534650724E-6      0                        -3.944225447965045E-6    -2.114562338379646E-12   0                        -2.7529723987381358E-9   0.10711502919940978
4.373996435685592E-6      8.724161198570283E-7     -4.685954746333636E-6    -1.8003599538040473E-12  -3.548221824435286E-13   -2.7526703462090257E-9   0.10711502839045296
4.983776454412335E-6      0                        -4.818818373191431E-7    -4.509717943982372E-12   0                        -2.754232763521391E-9    0.10711503087003217
5.342503774550282E-6      0                        -1.5613814336307288E-6   -3.5089791412142402E-12  0                        -2.7536166594811752E-9   0.10711503177016458
5.128005554275036E-6      7.319792790673743E-7     -1.0055038141979207E-6   -3.947556452265493E-12   -5.714376532787333E-13   -2.7538729960174135E-9   0.10711503001359102
5.353837159712864E-6      0                        -2.7269137901143324E-6   -2.78177896242949E-12    0                        -2.753211625424161E-9    0.10711503005370566
4.968176033805562E-6      1.1711697152237415E-6    -3.251953792474839E-6    -2.5112838514396715E-12  -5.949044081125294E-13   -2.7529774312775222E-9   0.10711502924847474
4.21372974303766E-6       0                        3.2034072611778897E-6    -3.255158356927706E-12   0                        -2.7571257612996042E-9   0.10711503549675198
4.322700625578603E-6      6.324178364842395E-7     2.7185378509936304E-6    -3.6310452747469753E-12  -5.283293331843639E-13   -2.7569416401144537E-9   0.10711503618581798
3.665120774328444E-6      3.665120774328444E-6     5.622881414252537E-7     -2.9537225987485266E-12  -2.9537225987485266E-12  -2.7551183101512703E-9   0.1071150331968045
4.430257065352918E-6      0                        2.175589557663312E-6     -4.224380188707921E-12   0                        -2.7567372015861644E-9   0.10711503482362998
3.376761899760884E-6      2.55133022302645E-6      2.618203733429956E-6     -3.1379557989149193E-12  -2.3591555575963846E-12  -2.7570851016823366E-9   0.10711503354148487
3.1642735947252737E-6     3.1642735947252737E-6    2.197832945018236E-6     -2.9196133857387352E-12  -2.9196133857387352E-12  -2.7566957091655227E-9   0.10711503365796682
3.501991748467383E-6      2.4702953861297793E-6    1.6883548141187343E-6    -4.093290325288369E-12   -2.8847927339375506E-12  -2.756640570503048E-9    0.10711503612929946
3.2071168924447953E-6     3.2071168924447953E-6    1.3466050710675649E-6    -3.4645334532190408E-12  -3.4645334532190408E-12  -2.7561316906952858E-9   0.10711503378781366
3.9749435840857066E-6     5.405111935125053E-7     1.5186350043590542E-6    -5.751603636205362E-12   -7.926930716340238E-13   -2.756871178811115E-9    0.10711503532627946
4.517307734344556E-6      0                        1.2175080189526131E-6    -5.0404233756310394E-12  0                        -2.756033879082909E-9    0.10711503413606584
4.6857742840104596E-6     7.319792790673743E-7     -6.732214499152739E-8    -5.001648078705708E-12   -7.776669868327336E-13   -2.7545937360362206E-9   0.10711503272796065
4.9820039827781515E-6     5.634306465985842E-7     9.363560664487966E-7     -4.282168100323935E-12   -4.871902306363852E-13   -2.7554707502325573E-9   0.10711503424741227
4.289006942474112E-6      5.072749076927843E-7     8.246391517017085E-7     -5.766055410760006E-12   -6.837390756992554E-13   -2.755777796819542E-9    0.10711503168864339
4.458041234021141E-6      0                        3.14981904782058E-7      -5.6788913257243E-12     0                        -2.755086570464396E-9    0.10711503019950158
3.6494392023135054E-6     2.9758993915275658E-6    9.200526508496909E-7     -3.772480746588463E-12   -3.0655611517470894E-12  -2.755621258114784E-9    0.10711503210070038
3.946002837967451E-6      2.922563045647254E-6     4.6339969496938246E-8    -3.794222810761147E-12   -2.8061044043307704E-12  -2.7547149387373493E-9   0.10711503313709556
4.019824740329194E-6      3.0935940654798224E-6    -1.1026713784149195E-6   -3.25637061765223E-12    -2.5099681382346715E-12  -2.753766385077982E-9    0.10711503136076268
2.5533900073961754E-6     2.5533900073961754E-6    2.5698008893594906E-6    -3.335421804851139E-12   -3.335421804851139E-12   -2.7580435957395153E-9   0.10711503220283194
2.7067728406638415E-6     1.8798232330658757E-6    2.844563169703021E-6     -3.749702393745778E-12   -2.603632305125467E-12   -2.7586156071638837E-9   0.10711503648802843
2.2666885983235833E-6     2.2666885983235833E-6    3.3641341579712455E-6    -2.576737094943951E-12   -2.576737094943951E-12   -2.758486863449598E-9    0.10711503507829653
3.141996338809246E-6      0                        3.4014755727853358E-6    -3.6195106731338856E-12  0                        -2.758585443411197E-9    0.10711503686903677
3.525548430918486E-6      9.418763898961794E-7     2.984010654268375E-6     -3.838877128411549E-12   -1.0300575818122235E-12  -2.757918232876726E-9    0.10711503411124287
2.6608323463522452E-6     0                        4.2319836020154904E-6    -2.436035526638287E-12   0                        -2.7585216212499E-9      0.10711503574292965
2.760494010141863E-6      6.031282293677834E-7     3.675654526031021E-6     -3.174783381562546E-12   -7.016562781397376E-13   -2.7588721341297015E-9   0.10711503446886034
1.9033790076813876E-6     1.9033790076813876E-6    4.214338226398547E-6     -1.747978780258908E-12   -1.747978780258908E-12   -2.7585086730552233E-9   0.10711503645819202
2.381767340806419E-6      1.5548177332084808E-6    3.6668318382225497E-6    -2.7336550499828048E-12  -1.7731388869588157E-12  -2.758846696024705E-9    0.10711503432311974
2.222846900116677E-6      1.2977804565982305E-6    4.5081268913042664E-6    -1.8265302802456443E-12  -1.0688274174205052E-12  -2.7583412673758285E-9   0.10711503713306718
1.7553520840142841E-6     6.921819055150383E-7     5.571011530518539E-6     -9.97139355202881E-13    -3.894904882247712E-13   -2.7577718487392885E-9   0.1071150378273741
1.9635927660879304E-6     0                        5.044972822438307E-6     -1.4390535532298227E-12  0                        -2.7582972906744885E-9   0.10711503739034209
1.558586359392434E-6      5.767899763484688E-7     4.5575959230502756E-6    -1.5606734107324295E-12  -5.709357335611436E-13   -2.7592287191478504E-9   0.10711503647715982
1.4037250316642518E-6     1.4037250316642518E-6    5.034700922392155E-6     -1.0213375510983454E-12  -1.0213375510983454E-12  -2.7582827673948532E-9   0.10711503503894894
7.794714382225011E-7      7.794714382225011E-7     5.765059119104891E-6     -4.4909424560398144E-13  -4.4909424560398144E-13  -2.7579114980436026E-9   0.10711503781887298
1.0869069292768732E-6     0                        5.7701755506325946E-6    -6.242903608813408E-13   0                        -2.7579041447180103E-9   0.10711503727845476
0                         0                        6.381279974896057E-6     0                        0                        -2.757451424026538E-9    0.10711503812785965
2.2171450417339267E-6     1.0268001731201797E-6    -6.890720373719552E-6    -6.144387582677398E-13   -2.842449589175039E-13   -2.7526120498049623E-9   0.10711502662168608
3.4308310055216634E-6     8.473864313199857E-7     -6.186100129921937E-6    -1.0426284929022088E-12  -2.5760971725974213E-13  -2.7526675014693004E-9   0.10711502675978897
3.817184913659101E-6      0                        -4.202285965608275E-6    -2.3340011088134606E-12  0                        -2.7520432541911816E-9   0.10711502850097386
3.212814102036997E-6      0                        -5.222635904590677E-6    -1.5539067098977618E-12  0                        -2.7520673682598126E-9   0.1071150282652364
1.6889531778172188E-6     1.6889531778172188E-6    -6.174491974250453E-6    -6.428107329890101E-13   -6.428107329890101E-13   -2.7522164179556566E-9   0.10711502727628905
2.8572004985075187E-6     1.5654782114066797E-6    -5.692422601973912E-6    -1.1194392136477546E-12  -6.126127058699994E-13   -2.7523471539020585E-9   0.10711502698825236
2.380689737227552E-6      0                        -6.186461570373464E-6    -9.057738359734173E-13   0                        -2.752214193445497E-9    0.10711502698063444
9.301506636037972E-7      9.301506636037972E-7     -7.056378385341013E-6    -2.737859483227731E-13   -2.737859483227731E-13   -2.752444992982101E-9    0.10711502597757148
1.3127005188501758E-6     0                        -7.059940443059731E-6    -3.8480449385849653E-13  0                        -2.752453029023481E-9    0.10711502614877079
0                         0                        -7.794799595848094E-6    0                        0                        -2.7527292853885365E-9   0.10711502512952374
3.1597074390495557E-6     3.1597074390495557E-6    -1.9051669004593245E-7   -4.001998215022119E-12   -4.001998215022119E-12   -2.754424922122691E-9    0.10711503216573236
3.392691473126848E-6      2.7030051060841234E-6    -5.549860667186536E-7    -4.604524862676461E-12   -3.685755791918655E-12   -2.753913995463733E-9    0.10711503139257211
3.618582562556373E-6      1.1578623687936722E-6    -4.315914727019061E-6    -2.1350368601416155E-12  -6.823963365096923E-13   -2.752071871768729E-9    0.1071150275666564
3.130171538065331E-6      5.789311843968361E-7     -4.268464452390959E-6    -2.3310001793561405E-12  -4.322761862801837E-13   -2.7514519174831912E-9   0.10711502924810595
2.2835699914934087E-6     2.2835699914934087E-6    -5.198745074025885E-6    -1.111739329727856E-12   -1.111739329727856E-12   -2.752063497042155E-9    0.10711502726016035
2.7091716899514047E-6     2.7091716899514047E-6    -4.18569396936617E-6     -1.655838810328364E-12   -1.655838810328364E-12   -2.7520563166892405E-9   0.10711502769200078
3.163877126253879E-6      1.9335170293725565E-6    -4.250804348192616E-6    -1.9835091852872477E-12  -1.214118056657885E-12   -2.751959639345882E-9    0.10711502802596963
3.074480218676748E-6      3.074480218676748E-6     -1.2179390908557419E-6   -3.8023196187384605E-12  -3.8023196187384605E-12  -2.7531660743791463E-9   0.10711502962420004
3.455160530848185E-6      2.5937947665788953E-6    -1.8973800828578942E-6   -3.7347016946493665E-12  -2.8039220384522893E-12  -2.752611647975088E-9    0.10711503311004106
3.167388898648206E-6      2.120776986527574E-6     -3.4473261065038466E-6   -2.625734458107875E-12   -1.7682832056667903E-12  -2.7517792011043125E-9   0.10711502964664156
2.979911719662383E-6      2.979911719662383E-6     -3.1687000906429805E-6   -2.2945687641461432E-12  -2.2945687641461432E-12  -2.7521948780942607E-9   0.10711502887321663
3.064764566207466E-6      3.064764566207466E-6     -2.2316581051083577E-6   -2.9916940257791295E-12  -2.9916940257791295E-12  -2.75248424080512E-9     0.10711503011192389
3.7213955105020475E-6     7.66191141551881E-7      -3.4556221046248987E-6   -3.0932649098370072E-12  -6.282983928992546E-13   -2.75177231100817E-9     0.10711502908564026
3.095534433039089E-6      2.0489225209184843E-6    -2.2556742532369816E-6   -4.284359231979503E-12   -2.8385229645935558E-12  -2.7515443059538313E-9   0.10711502983757669
4.477374026801985E-6      6.816610197349363E-7     -1.0021043449065692E-6   -5.097940715950148E-12   -7.71959573656776E-13    -2.7535294773501814E-9   0.107115031754761
4.98523496600692E-6       5.855848576118707E-7     -2.317589410236726E-6    -3.3288387971867647E-12  -3.898676924847016E-13   -2.7530888586060033E-9   0.10711503062388607
4.186447648482511E-6      0                        -3.1862583821746886E-6   -3.253083783987345E-12   0                        -2.752159863569656E-9    0.10711502865571844
4.156441849964528E-6      5.77958249648042E-7      -3.729483941057955E-7    -6.3202928165126664E-12  -8.762092201427368E-13   -2.7541179951240856E-9   0.10711503349258646
4.144055758529154E-6      0                        -5.316852345634754E-7    -6.474652852418088E-12   0                        -2.7538672958698066E-9   0.10711503136675171
4.424679011641523E-6      0                        -1.2568479237336081E-6   -5.17919413688234E-12    0                        -2.7532028280624716E-9   0.10711503058401252
4.362469970835573E-6      0                        -2.183526429397906E-6    -4.247395490288051E-12   0                        -2.7525304348340525E-9   0.1071150313520614
4.16901414140153E-6       9.686804283878251E-7     -2.68194356749201E-6     -3.6642901152994155E-12  -8.424284393467026E-13   -2.752283233210272E-9    0.107115028507136
3.4376165049043174E-6     0                        2.575437706105894E-6     -4.959381821583909E-12   0                        -2.7583977071349138E-9   0.10711503420085088
3.93101491337289E-6       9.4447371347739E-7       2.0401808638412864E-6    -4.837999774156735E-12   -1.1650600039531722E-12  -2.7571767518957995E-9   0.10711503461397419
3.323219462083667E-6      4.656137995235345E-7     1.9838208151839927E-6    -6.383256126303874E-12   -8.861297654677864E-13   -2.758490749458281E-9    0.10711503582904462
2.999609578811012E-6      2.999609578811012E-6     6.140608361803261E-7     -4.344280544521247E-12   -4.344280544521247E-12   -2.7555704327877847E-9   0.10711503405052493
3.3104230480890412E-6     2.45485461474801E-6      9.724590472388345E-7     -4.972454380887612E-12   -3.688440575119395E-12   -2.7561261350668452E-9   0.10711503353338307
3.583270774262649E-6      0                        1.6805059467685158E-6    -6.595436267764013E-12   0                        -2.757786258434882E-9    0.10711503186127945
2.887971405165447E-6      4.5756272185878987E-7    2.5537531396969124E-6    -5.628829419851987E-12   -9.127374325390299E-13   -2.759651628135767E-9    0.10711503711584
2.7166601026361553E-6     2.7166601026361553E-6    1.7830843198244389E-6    -4.085121308052887E-12   -4.085121308052887E-12   -2.7573680800244044E-9   0.107115035432425
2.9378151537733947E-6     1.8302508874351595E-6    2.102021530629318E-6     -5.0519753096514595E-12  -3.148916112179138E-12   -2.758299602377299E-9    0.10711503480241162
2.9180802941924115E-6     2.2844352974043533E-6    1.387311481805543E-6     -5.366843836160223E-12   -4.20106276766494E-12    -2.757248969990178E-9    0.10711503530949433
2.7433003689826668E-6     2.7433003689826668E-6    1.1471081821864426E-6    -4.725814156180447E-12   -4.725814156180447E-12   -2.7566748862142212E-9   0.10711503478109886
3.7714078748654085E-6     5.365724482395698E-7     1.0874717510564606E-6    -6.902059975068686E-12   -9.71665166898021E-13    -2.7566736979130842E-9   0.10711503385372188
3.820281810359118E-6      0                        8.082060719890276E-7     -7.309189023071598E-12   0                        -2.7562450696675764E-9   0.1071150342318102
3.7066250043369957E-6     5.072749076927843E-7     4.459884860173689E-7     -7.891617096041236E-12   -1.0720740964081407E-12  -2.755650018998308E-9    0.10711503223919756
3.824161279899769E-6      0                        1.468804731762607E-7     -7.78282120661238E-12    0                        -2.755008214535893E-9    0.10711503121911627
