% Model:              hydro_005.mph
% Version:            COMSOL 5.4.0.225
% Date:               Apr 16 2025, 10:51
% Dimension:          3
% Nodes:              3184
% Expressions:        4
% Description:        Velocity field, x component, Velocity field, y component, Velocity field, z component, Pressure
% Length unit:        m
% x                       y                        z                        u2 (m/s) @ t=1           v2 (m/s) @ t=1           w2 (m/s) @ t=1           p2 (Pa) @ t=1
6.258440011299899E-5      4.5155409092056526E-5    -2.9559273498870662E-5   3.5796265132320037E-12   2.51947219008771E-12     -2.7382525194102225E-9   0.10711500591477778
5.852178417270995E-5      3.821283994146142E-5     -5.0162595944292516E-5   5.605570993987059E-12    3.564580624802615E-12    -2.737645965015873E-9    0.10711498750297024
4.627185328256336E-5      4.627185328256336E-5     -5.483618632841545E-5    4.760175840966653E-12    4.760175840966653E-12    -2.7382050096235357E-9   0.10711498334128035
7.827354484902424E-5      1.0351522808426999E-5    3.302699028869739E-5     -5.1195685062995625E-12  -6.24636301821944E-13    -2.7371211444494528E-9   0.1071150619595045
6.866052205695724E-5      0                        2.4911467790181397E-5    -3.368882969343515E-12   0                        -2.7418308581096044E-9   0.1071150546788393
7.458070061664324E-5      1.0241110108782209E-5    2.3305474075505108E-5    -3.4427946930612592E-12  -4.392523918951026E-13   -2.7396208813872025E-9   0.10711505325528049
6.447798004641034E-5      1.0351522808426999E-5    3.3938883732751026E-5    -4.27194729996838E-12    -6.4919243024435E-13     -2.74191307352661E-9     0.10711506275082776
5.895423105897935E-5      5.895423105897935E-5     3.90095909320044E-6      -4.377102680612684E-13   -4.377102680612684E-13   -2.737568433527045E-9    0.10711503587531347
7.014157939560822E-5      4.6670694638088897E-5    1.300594650283606E-5     -1.7774803624403204E-12  -1.1396212147012844E-12  -2.736890891604982E-9    0.10711504403578215
5.66006327082008E-5       5.66006327082008E-5      1.6687689162649885E-5    -1.8073880811784316E-12  -1.8073880811784316E-12  -2.738377819144757E-9    0.10711504732888687
5.636667987452867E-5      9.596509234940324E-6     4.693708540944222E-5     -5.084383004607942E-12   -8.29862529037302E-13    -2.7423673715207525E-9   0.10711507434828914
4.0099393482491825E-5     2.7888909736445103E-5    5.1718821425950366E-5    -3.907644376653929E-12   -2.6875915235936657E-12  -2.7437013692155214E-9   0.10711507860304394
6.0799331544268505E-5     4.7812052895808334E-5    3.012873289867242E-5     -3.5233673474977886E-12  -2.7189779244355605E-12  -2.7381652990177474E-9   0.10711505936238823
5.676788111061387E-5      4.196004466921473E-5     4.404814339447029E-5     -4.769631284890956E-12   -3.456608644423905E-12   -2.7386041746432934E-9   0.10711507179476705
4.944846253490753E-5      4.944846253490753E-5     3.95124272078221E-5      -3.701557170320015E-12   -3.701557170320015E-12   -2.7395824404848253E-9   0.10711506773788602
4.9360385253113795E-5     4.9360385253113795E-5    2.5156724425843475E-5    -2.3703970844644148E-12  -2.3703970844644148E-12  -2.7414524374394943E-9   0.10711505490306326
6.040944168798007E-5      4.5954286371921166E-5    1.7825709349156887E-5    -2.0820051196967653E-12  -1.5513599373614922E-12  -2.739882947476616E-9    0.10711504834544125
4.7099196848426635E-5     3.6731626125962775E-5    4.176826579652013E-5     -3.7396865178956355E-12  -2.8826487239423095E-12  -2.74252188923634E-9     0.10711506973424688
7.768761052319499E-5      1.0130697409137416E-5    9.87257958099287E-6      -1.5273827710198713E-12  -1.8372001670478557E-13  -2.739337876079177E-9    0.10711504122856785
8.617116383135079E-5      0                        -2.897120754315371E-5    5.024098847311591E-12    0                        -2.7346171238915893E-9   0.10711500640154886
8.046792309494209E-5      1.4315669866985048E-5    -2.0223707261820422E-5   3.2575800143040518E-12   5.329903937755734E-13    -2.737350483055671E-9    0.10711501425614098
4.860038437744E-5         4.860038437744E-5        -3.9351443201070546E-5   3.6287840749125767E-12   3.6287840749125767E-12   -2.7399602303878626E-9   0.10711499717442831
6.41418162794758E-5       4.081716989373168E-5     -3.953453001290674E-5    4.899712735765268E-12    3.017364878507825E-12    -2.7373007678422584E-9   0.10711499698471096
7.772959075792981E-5      0                        -1.4801595624054165E-5   2.30047348964121E-12     0                        -2.7393079794189853E-9   0.10711501911996923
7.780008191539976E-5      0                        -6.081144754556846E-7    9.756052481698705E-14    0                        -2.739731801216187E-9    0.10711503183695494
7.628238213696656E-5      1.4315669866985048E-5    -6.04216072797141E-6     9.216220842486913E-13    1.6040253434355813E-13   -2.739735000385278E-9    0.10711502696419546
6.001955183169164E-5      4.4096519848034E-5       5.522685799641352E-6     -6.424956320653658E-13   -4.617680035168132E-13   -2.740975238290564E-9    0.10711503732852769
6.1026983946522175E-5     4.9493648290381354E-5    -1.9584016984834597E-5   2.3137927960827525E-12   1.8452454732222744E-12   -2.7387094560763796E-9   0.10711501484080457
6.402274755327628E-5      4.8099715569618636E-5    -5.668957463364927E-6    7.09633522575578E-13     5.207558028965365E-13    -2.738839984166953E-9    0.10711502730417548
5.7262679467940186E-5     5.7262679467940186E-5    -1.2030439439746122E-5   1.3271493590817126E-12   1.3271493590817126E-12   -2.738256566224455E-9    0.10711502160246003
5.093640849834178E-5      5.093640849834178E-5     -1.9328411274716514E-6   1.8787393723315444E-13   1.8787393723315444E-13   -2.741905111818174E-9    0.10711503065204407
6.567985312525354E-5      0                        -5.508501093745526E-5    6.984124117491469E-12    0                        -2.7380384956897617E-9   0.10711498312652547
5.45231790825817E-5       1.2472583347909466E-5    -6.234366482616222E-5    6.442842645627534E-12    1.4172791273227994E-12   -2.7394067366461566E-9   0.10711497667988674
6.679358461720994E-5      1.4978752241739619E-5    -4.827782399996826E-5    6.257366919114709E-12    1.3254340868648445E-12   -2.738484207540821E-9    0.1071149891948007
7.195391376460217E-5      8.258488852505855E-6     -3.2202957973319616E-5   4.5681056625242265E-12   4.894404299477038E-13    -2.739639375328132E-9    0.10711500355340851
7.05649383592341E-5       0                        -3.907577438257131E-5    5.410078962866853E-12    0                        -2.7393265935775944E-9   0.10711499741104068
7.512409327037288E-5      1.6516977705011683E-5    -3.939669560365711E-5    5.830628852690771E-12    1.1923912724509614E-12   -2.7369456259886413E-9   0.10711499710619245
5.381446865550092E-5      0                        4.5173754885294034E-5    -4.671762471667753E-12   0                        -2.743618462383779E-9    0.10711507276935527
4.650276671374378E-5      1.0417686565157296E-5    5.403901720552457E-5     -4.764796989724584E-12   -1.037850818463669E-12   -2.7435181923920604E-9   0.10711508066469946
6.702562290442631E-5      0                        1.1735126793455088E-5    -1.5568762517845846E-12  0                        -2.7433288204323706E-9   0.10711504289067399
6.682712152084486E-5      6.582634283123393E-6     5.384954298589556E-6     -7.16679714827574E-13    -6.621765289368192E-14   -2.7434989762623094E-9   0.10711503720271963
5.630379988212597E-5      0                        3.248883911237507E-5     -3.5546485651008133E-12  0                        -2.7448324542304133E-9   0.10711506143965462
3.83860369397613E-5       3.83860369397613E-5      4.519053540222625E-5     -3.2695790838150285E-12  -3.2695790838150285E-12  -2.7435025488114183E-9   0.10711507277870314
4.024472719832781E-5      0                        4.7847207748582E-5       -3.660859254813222E-12   0                        -2.7463655529003638E-9   0.1071150751322447
4.464932022108389E-5      9.146200250752388E-6     4.2218263652561834E-5    -3.607963378686884E-12   -7.203519758764522E-13   -2.7461775815826075E-9   0.10711507011366642
2.866127060974695E-5      2.866127060974695E-5     4.7860163977971785E-5    -2.579482772254602E-12   -2.579482772254602E-12   -2.7463088014537036E-9   0.10711507513805563
3.382992627261522E-5      0                        5.851747715010175E-5     -3.711816672010274E-12   0                        -2.745430711955413E-9    0.10711508463240114
3.747428129563301E-5      8.695891266564453E-6     4.8772264120285816E-5    -3.4646782664578863E-12  -7.897222740342245E-13   -2.7465506173820657E-9   0.10711507595124248
2.404958295691764E-5      2.404958295691764E-5     5.84991334393629E-5      -2.6176845605875496E-12  -2.6176845605875496E-12  -2.745405650791523E-9    0.10711508461567275
3.0039111028584213E-5     1.4387031953163244E-5    5.4522208128132496E-5    -3.074426099550445E-12   -1.4586516379297528E-12  -2.7463698780093487E-9   0.1071150810680965
1.7875877765543255E-5     1.7875877765543255E-5    6.860114468787808E-5     -2.2559696913238835E-12  -2.2559696913238835E-12  -2.7443392120550298E-9   0.10711509359967362
2.3690476898764977E-5     8.937938882771615E-6     6.608576864227472E-5     -2.897559886731237E-12   -1.0858490931688985E-12  -2.7449607219398948E-9   0.10711509136061301
2.5180225791358083E-5     0                        6.8623308043241E-5       -3.192125663239376E-12   0                        -2.7443460756056318E-9   0.10711509362094988
1.4011439942553393E-5     0                        7.780539440927265E-5     -1.9841973180658116E-12  0                        -2.7430099308864335E-9   0.10711510176708298
9.918775796391767E-6      9.918775796391767E-6     7.779860832959598E-5     -1.4029638521902944E-12  -1.4029638521902944E-12  -2.7430105633258815E-9   0.1071151017642594
0                         0                        8.560077215516302E-5     0                        0                        -2.741213226599059E-9    0.10711510867017908
2.8630037372365953E-5     1.3175289608338642E-5    -9.230014192948895E-5    4.747518657567139E-12    2.1649630289481208E-12   -2.7363340657849576E-9   0.10711495011312731
3.979069026758649E-5      1.4605976250831216E-5    -7.840367331853495E-5    5.743769022575845E-12    2.0681084269857247E-12   -2.7385714635491395E-9   0.10711496242794803
4.164467931845692E-5      0                        -7.085643939238599E-5    5.491217964425172E-12    0                        -2.7408255856046157E-9   0.10711496913855668
5.0259053582950266E-5     1.9936815100099822E-5    -7.745613295915761E-5    7.2265854076425216E-12   2.7843301426246583E-12   -2.735935652366909E-9    0.10711496323336228
2.17179099791354E-5       2.17179099791354E-5      -8.320089269798212E-5    3.270550772857885E-12    3.270550772857885E-12    -2.739362690469325E-9    0.10711495818552993
3.090949552805462E-5      0                        -8.322993511384618E-5    4.6858303021842025E-12   0                        -2.7393211942836286E-9   0.10711495815840896
1.1991828813110568E-5     1.1991828813110568E-5    -9.440819982287131E-5    2.0142071361844768E-12   2.0142071361844768E-12   -2.7374863483329216E-9   0.10711494827807246
1.7294100652217647E-5     0                        -9.440301830624706E-5    2.911516262366747E-12    0                        -2.7374587885493762E-9   0.10711494829511652
0                         0                        -1.0395178146616583E-4   0                        0                        -2.734894873396616E-9    0.10711493988032011
4.366779105382564E-5      1.3276628318522533E-5    -6.459114265291336E-5    5.28578428955115E-12     1.5693048440891184E-12   -2.7415270566526063E-9   0.10711497470757352
4.9514707315838455E-5     0                        -5.7942192229383306E-5   5.438505685481764E-12    0                        -2.7421321314046855E-9   0.10711498062138325
2.921195250166243E-5      2.921195250166243E-5     -7.084029491888213E-5    3.805858371916744E-12    3.805858371916744E-12    -2.7409055001451983E-9   0.10711496915344874
5.0199445380907785E-5     9.803692145383851E-6     -4.989811697182295E-5    4.776718302540235E-12    9.027621275800753E-13    -2.743377975598466E-9    0.10711498779114591
4.357189792644655E-5      2.671529524741338E-5     -5.809065718988485E-5    4.7577163372889384E-12   2.8708180427283503E-12   -2.7417010252318423E-9   0.1071149804849307
3.460478317740706E-5      3.460478317740706E-5     -5.788534986903515E-5    3.7344965694339436E-12   3.7344965694339436E-12   -2.742298049717117E-9    0.10711498067191759
3.5635848874142575E-5     2.3257172045182972E-5    -6.437703298404568E-5    4.268648588945919E-12    2.7585484353607967E-12   -2.7422766203920174E-9   0.1071149748984337
4.3174150050025245E-5     2.9405127041935888E-5    -4.841841471932861E-5    3.9533059854294005E-12   2.6562316497818206E-12   -2.743383307727803E-9    0.10711498911537182
4.9414109592268865E-5     4.9414109592268865E-5    -2.4659452122497253E-5   2.3269741944090492E-12   2.3269741944090492E-12   -2.741434118448443E-9    0.10711501030926508
5.7683255073604474E-5     3.793993777680695E-5     -2.7003334573686134E-5   3.0092614114597825E-12   1.929974210942409E-12    -2.741474827363317E-9    0.1071150082113722
3.8087014026220035E-5     3.8087014026220035E-5    -4.498694534167985E-5    3.226718145429408E-12    3.226718145429408E-12    -2.7435718233303707E-9   0.10711499216687821
5.022762462550195E-5      3.214598433644651E-5     -3.71959663912721E-5     3.5738517974270935E-12   2.241955292137284E-12    -2.7431822894412375E-9   0.107114999115427
5.1824359146534795E-5     9.596509234940324E-6     3.566426318483786E-5     -3.57072865001992E-12    -6.384109850465056E-13   -2.7453984892135433E-9   0.1071150642711483
6.258048429906141E-5      1.1873333705995254E-5    1.9550892929353827E-5    -2.4031501103303735E-12  -4.334230588031312E-13   -2.7439354476335754E-9   0.1071150498814233
5.634068060538908E-5      0                        2.029266195719551E-5     -2.241410802784875E-12   0                        -2.7460696717611306E-9   0.10711505053608941
5.80315663222595E-5       5.936666852997627E-6     1.448225869023895E-5     -1.656382339104511E-12   -1.6202163233644159E-13  -2.7458928050681133E-9   0.10711504534093266
5.07176086454748E-5       9.18115063227926E-6      2.3501506811135293E-5    -2.32531256999645E-12    -4.0718682321255654E-13  -2.747089912221822E-9    0.10711505340087156
4.925628802477086E-5      4.925628802477086E-5     1.0352847086266435E-5    -9.793722289638525E-13   -9.793722289638525E-13   -2.7425365390752065E-9   0.10711504164976392
4.8615668992602913E-5     3.845930483701567E-5     5.839783563325451E-6     -5.560629978876272E-13   -4.345769875968748E-13   -2.7451622094383268E-9   0.10711503760729137
4.002492320458455E-5      2.513931715567301E-5     4.123632419818744E-5     -3.1415336762369803E-12  -1.947278916428653E-12   -2.7459457815470683E-9   0.10711506923821384
5.217354840981017E-5      3.75493493613175E-5      3.0959750903714886E-5    -3.1014921812928593E-12  -2.1929906413748023E-12  -2.742644983725047E-9    0.10711506008354395
4.936813631198347E-5      3.49850560405451E-5      2.2159970611294526E-5    -2.1113678167680574E-12  -1.4718862742968032E-12  -2.744724594372696E-9    0.10711505220943637
4.0131730816176095E-5     4.0131730816176095E-5    3.2054866274353955E-5    -2.4481360164143098E-12  -2.4481360164143098E-12  -2.7447772479267074E-9   0.10711506104941847
4.0944277640070486E-5     4.0944277640070486E-5    1.9984440434852198E-5    -1.5700557945263612E-12  -1.5700557945263612E-12  -2.7456680898031435E-9   0.10711505025960369
4.4739173907460284E-5     3.5084657169065935E-5    1.4627034313357667E-5    -1.2692442814798724E-12  -9.852586718667194E-13   -2.7463238242666267E-9   0.10711504546942258
4.315872717425208E-5      3.13748296373338E-5      3.67656055250527E-5      -3.028015571615472E-12   -2.1755179112613863E-12  -2.745081535523944E-9    0.10711506525275245
6.878373425883144E-5      0                        -2.500922034298212E-5    3.387187155147166E-12    0                        -2.741738002717607E-9    0.10711500998928948
6.589874465517556E-5      1.3232882980672523E-5    -2.018889936081873E-5    2.610721039995234E-12    4.95447775633358E-13     -2.7427077932036327E-9   0.10711501431021406
3.990240677169603E-5      3.990240677169603E-5     -3.211064066546804E-5    2.428073900515843E-12    2.428073900515843E-12    -2.74479870998038E-9     0.10711500366495559
5.2131905165758685E-5     4.226024651735992E-5     -1.9434428922794713E-5   1.9466697332775637E-12   1.5581298363477237E-12   -2.7428302159274977E-9   0.10711501498841904
4.0537013075101706E-5     2.9091584123833876E-5    -3.524982258799403E-5    2.712142883432984E-12    1.9257724723792115E-12   -2.7461105316535607E-9   0.10711500086848312
6.584508875541104E-5      0                        -1.1030581696762437E-5   1.4243676079784593E-12   0                        -2.7437282352708604E-9   0.10711502250567079
6.662862013726343E-5      1.3165268566246758E-5    -9.652181962759737E-7    1.2131128176763497E-13   2.2705634500351197E-14   -2.7432965106865415E-9   0.1071150315151656
5.886314491338374E-5      6.311937561545248E-6     -1.4064142717775267E-5   1.6062847741346524E-12   1.6443096889850625E-13   -2.7456332364409658E-9   0.10711501979907449
6.161548220432912E-5      0                        3.465052094728833E-7     -5.449941120628566E-14   0                        -2.7453144774072847E-9   0.10711503269045174
4.658055525791288E-5      4.658055525791288E-5     -1.1865523271903292E-5   1.053808794519034E-12    1.053808794519034E-12    -2.743711733563394E-9    0.10711502176183102
5.0086272898889556E-5     4.097693954922803E-5     -3.638373633200137E-6    3.444524797481512E-13    2.7874176693127514E-13   -2.7443443580049206E-9   0.10711502912342823
4.3340322168917326E-5     4.3340322168917326E-5    -6.562915043061344E-7    4.530967432410573E-14    4.530967432410573E-14    -2.7454346001940875E-9   0.10711503179434592
5.89043310482569E-5       1.1749770582504043E-5    -3.925600966766439E-5    4.474095210804838E-12    8.530682953274264E-13    -2.742730646299333E-9    0.1071149972739618
5.455454759211878E-5      0                        -4.475860520721345E-5    4.6922718892798774E-12   0                        -2.7434091559615646E-9   0.10711499237498924
5.624585320211752E-5      0                        -3.1492002565347365E-5   3.428366762657416E-12    0                        -2.7449106420415646E-9   0.10711500421590504
5.321823254592306E-5      9.31250924201649E-6      -2.554313720610242E-5    2.6222700654522738E-12   4.4216678886173395E-13   -2.74618637768907E-9     0.10711500954257677
6.029888962835556E-5      1.3372549113869682E-5    -3.097928072079299E-5    3.631086379111948E-12    7.688856070513632E-13    -2.7433567643389676E-9   0.10711500466744893
5.1071920204568766E-5     6.488474127328617E-6     -3.427822144594007E-5    3.3658799607179797E-12   4.1280709927433993E-13   -2.7458320136701026E-9   0.10711500173433987
4.4372770923706554E-5     0                        3.71361009350445E-5      -3.1704240981903583E-12  0                        -2.7472213745249274E-9   0.10711506557360713
3.494093282804424E-5      7.2937807109483864E-6    4.181831203050588E-5     -2.7877343464501463E-12  -5.726811868776111E-13   -2.7482675752479934E-9   0.10711506974290526
5.348264834545761E-5      0                        9.413624451124074E-6     -1.0035879591774542E-12  0                        -2.7474709729187616E-9   0.10711504080266873
5.6974858137560286E-5     1.2014867265508466E-5    4.111724335419462E-6     -4.740586251060639E-13   -9.602333094351511E-14   -2.746293917281581E-9    0.10711503606309651
4.6404655134101365E-5     0                        2.663127480231547E-5     -2.404345220129501E-12   0                        -2.748043690392098E-9    0.10711505619259644
4.624643539793701E-5      0                        1.660173506562286E-5     -1.5162979929313284E-12  0                        -2.7489107245877745E-9   0.10711504722611219
4.11343985345994E-5       1.0660077440038722E-5    3.394338072520347E-5     -2.6892051944549597E-12  -6.823345924005047E-13   -2.7480676510820185E-9   0.10711506271830624
3.422532003808916E-5      1.983612502355487E-5     4.548510533727507E-5     -2.9497779836324496E-12  -1.6916998779656457E-12  -2.746926359147081E-9    0.10711507301711756
3.170769159702055E-5      3.170769159702055E-5     3.708717313279461E-5     -2.232629988561498E-12   -2.232629988561498E-12   -2.747129754806916E-9    0.10711506553083766
3.31358125660437E-5       0                        3.929742079089714E-5     -2.4923526441490113E-12  0                        -2.749101336665464E-9    0.1071150674898882
3.253785788662784E-5      8.922998269394887E-6     3.3941415639635054E-5    -2.127252972563597E-12   -5.758112578207572E-13   -2.7497476473195634E-9   0.10711506270918836
2.356668062132933E-5      2.356668062132933E-5     3.920535770630243E-5     -1.7554848731387543E-12  -1.7554848731387543E-12  -2.7490848189816374E-9   0.1071150674076198
3.212177748489754E-5      1.8712223875898973E-5    3.862746010391957E-5     -2.367114889171597E-12   -1.3662959795261918E-12  -2.7484860096756907E-9   0.10711506689494969
2.8080944191803693E-5     5.891670155332321E-6     4.367900621065993E-5     -2.3319380308893223E-12  -4.843400978404271E-13   -2.7491062444631788E-9   0.10711507139573209
2.7810641789920883E-5     0                        4.8106623172720075E-5    -2.5307815042876195E-12  0                        -2.748463666567445E-9    0.10711507534139987
2.534869887752057E-5      7.193515976581636E-6     5.5457178866858175E-5    -2.634977140707755E-12   -7.414796805303205E-13   -2.7472321063504857E-9   0.10711508189418123
2.4094276727250046E-5     1.581032358573912E-5     4.3657188296835425E-5    -1.994104151373323E-12   -1.3027578139329466E-12  -2.749092193493227E-9    0.10711507137731208
1.9837306860813588E-5     1.9837306860813588E-5    4.806298734507105E-5     -1.7942262082518429E-12  -1.7942262082518429E-12  -2.748437834408636E-9    0.10711507530582176
2.0658286726456954E-5     0                        5.639214960558385E-5     -2.178597333565989E-12   0                        -2.7477191999920788E-9   0.10711508272175795
2.3823974325367215E-5     9.918653430406797E-6     4.8084805258895564E-5    -2.1631838892551334E-12  -8.950876641673939E-13   -2.7487409570873075E-9   0.10711507532223644
1.4710189430571821E-5     1.4710189430571821E-5    5.6347857282123776E-5    -1.54574485843905E-12    -1.54574485843905E-12    -2.7477136376782292E-9   0.1071150826874452
1.7684238078514387E-5     7.355094715285896E-6     5.6370003443853815E-5    -1.8623968329518036E-12  -7.718976774828679E-13   -2.7478770844870984E-9   0.10711508270108266
8.155092827574253E-6      8.155092827574253E-6     6.391636912966411E-5     -9.63417135319495E-13    -9.63417135319495E-13    -2.746786975116973E-9    0.10711508941191424
1.147752643281466E-5      0                        6.392707285418598E-5     -1.3578859212708318E-12  0                        -2.746787577669855E-9    0.10711508942200518
0                         0                        7.032303947935094E-5     0                        0                        -2.7455425594655303E-9   0.10711509509738225
2.3565060803516514E-5     1.0858954989567687E-5    -7.576346991011975E-5    3.269942015744503E-12    1.4976237466706576E-12   -2.7422264752639964E-9   0.10711496480698025
3.424919645801686E-5      0                        -5.812661740684421E-5    3.72923809298081E-12     0                        -2.745333189094634E-9    0.10711498048656815
3.281240302506962E-5      1.40806732891356E-5      -6.683862047966449E-5    4.070868389535986E-12    1.7259725249010893E-12   -2.743036146356735E-9    0.10711497272667847
1.78312681675509E-5       1.78312681675509E-5      -6.833587484093411E-5    2.2416527989217457E-12   2.2416527989217457E-12   -2.7442954546172543E-9   0.1071149714069172
2.541221162789764E-5      0                        -6.832604712225737E-5    3.207863149234686E-12    0                        -2.7442723019330317E-9   0.10711497141388673
9.896240447053198E-6      9.896240447053198E-6     -7.75653342267338E-5     1.3966587139364568E-12   1.3966587139364568E-12   -2.7429530905232288E-9   0.10711496322360682
1.4173276086128927E-5     0                        -7.754572229463485E-5    2.00293413418717E-12     0                        -2.7429461575521147E-9   0.1071149632465566
0                         0                        -8.538944247113213E-5    0                        0                        -2.7411473300466473E-9   0.1071149563043908
4.0612320344691187E-5     0                        -4.739339033308332E-5    3.6468247978388064E-12   0                        -2.7462743815711617E-9   0.1071149900464534
4.8026666916410325E-5     6.7248623384500465E-6    -4.1776020825329614E-5   3.835748603361396E-12    5.208492771756589E-13    -2.745473932788255E-9    0.10711499504464476
3.694407318121081E-5      1.00145937889421E-5      -5.251364948196006E-5    3.653875720869514E-12    9.732027794393581E-13    -2.745767246646588E-9    0.10711498548201522
2.3976867705956273E-5     2.3976867705956273E-5    -5.819811825935221E-5    2.593129033617122E-12    2.593129033617122E-12    -2.7453787415415798E-9   0.10711498042785897
3.3205269407335604E-5     6.14013792266738E-6      -4.531708994444297E-5    2.836232156033584E-12    5.170010460166884E-13    -2.7479177206738725E-9   0.1071149919074424
3.308830470028613E-5      2.0124245776272597E-5    -5.058573749482214E-5    3.143733923978675E-12    1.8944739282298325E-12   -2.746058302419008E-9    0.10711498719892318
2.8403869603452143E-5     2.8403869603452143E-5    -4.755896934845324E-5    2.5306076128155113E-12   2.5306076128155113E-12   -2.7463386277076275E-9   0.10711498990016073
3.470275376168057E-5      2.4824138619648368E-5    -4.0434557007134386E-5   2.648304888704465E-12    1.8795862234696637E-12   -2.747019000539546E-9    0.10711499625446103
3.960423173725567E-5      3.960423173725567E-5     -1.9781320001402058E-5   1.484557258642508E-12    1.484557258642508E-12    -2.7461751576676022E-9   0.10711501468983668
4.2486482849334916E-5     3.080620146973186E-5     -2.3542180340866067E-5   1.9029531349881916E-12   1.3638891031472385E-12   -2.7467983352837033E-9   0.10711501132751658
5.0684021232598014E-5     3.663885855873712E-5     -1.238916753086167E-5    1.203646168351428E-12    8.560010643067465E-13    -2.7447381410067327E-9   0.10711502129539906
3.133111272871269E-5      3.133111272871269E-5     -3.6893000711825585E-5   2.176227972305964E-12    2.176227972305964E-12    -2.747191037824399E-9    0.10711499941260684
4.151169104870055E-5      9.18115063227926E-6      2.0201150378409457E-5    -1.6478711468884702E-12  -3.566497942043471E-13   -2.749486554805728E-9    0.1071150504418553
4.92432745931304E-5       1.059800894889385E-5     1.215643735691446E-5     -1.1872057392251337E-12  -2.478593653786586E-13   -2.748163403150963E-9    0.10711504325454425
4.3246840363566263E-5     5.870709779952246E-6     1.288769551073965E-5     -1.1162790927869064E-12  -1.479413108688727E-13   -2.7497020900540953E-9   0.10711504390641985
3.88562586561276E-5       3.88562586561276E-5      8.778086388709596E-6     -6.667288665924607E-13   -6.667288665924607E-13   -2.7471130762845786E-9   0.10711504023438569
4.3370209660863655E-5     3.547287746444179E-5     -5.574443031493076E-7    3.0835893806698886E-14   2.48270137833833E-14     -2.746956154370515E-9    0.10711503188425238
3.3010569364875096E-5     3.3010569364875096E-5    1.620299055957782E-5     -1.041906557434857E-12   -1.041906557434857E-12   -2.7488422532964186E-9   0.10711504686991112
4.287266366732786E-5      3.066362531940027E-5     9.182758714415446E-6     -7.766400785151822E-13   -5.489809764851864E-13   -2.747694436567155E-9    0.10711504059819756
4.0605581317214026E-5     2.64268577369975E-5      2.36708770509451E-5      -1.8590611883556447E-12  -1.1945832391460894E-12  -2.7478531517671787E-9   0.10711505355019148
3.3193736399271225E-5     3.3193736399271225E-5    2.646192373074699E-5     -1.684379380570798E-12   -1.684379380570798E-12   -2.747943479199413E-9    0.10711505604029549
5.5465237290394844E-5     6.007433632754247E-6     -2.6127009979018607E-6   2.6250135297826265E-13   2.7253882649932058E-14   -2.7469920081964802E-9   0.10711503004732405
4.933394498727844E-5      4.857032332015956E-6     5.0483103193255015E-6    -5.150110676587381E-13   -4.906214644772485E-14   -2.7485889346553707E-9   0.10711503689831092
5.628948843039952E-5      0                        -2.00896979228509E-5     2.1891511499331758E-12   0                        -2.746055998257273E-9    0.10711501441223058
3.2741376116746326E-5     3.2741376116746326E-5    -2.6303081811732758E-5   1.6219252496560698E-12   1.6219252496560698E-12   -2.748038784597432E-9    0.10711500886801455
3.742301177667464E-5      2.2757995515754785E-5    -3.0442082249455925E-5   2.1566874041370823E-12   1.2958886567485454E-12   -2.748139906892467E-9    0.10711500517447535
5.395561644322938E-5      0                        -9.337126331223185E-6    9.596536071045508E-13    0                        -2.7473241152783353E-9   0.10711502403145008
4.89250763072507E-5       5.631233264351112E-6     -1.371520056074895E-5    1.2735213972439083E-12   1.4185314153867338E-13   -2.748324937039327E-9    0.10711502011692421
4.886082686509493E-5      4.903780649586467E-6     -8.006020090798544E-6    7.282249864910144E-13    7.082653911491971E-14    -2.7486082489999146E-9   0.10711502522261512
4.960681046585967E-5      0                        -1.4049788985972765E-7   -1.85450049718557E-14    0                        -2.7486222245008927E-9   0.10711503225662501
3.800520666921167E-5      3.800520666921167E-5     -9.497636497572095E-6    6.742978710493081E-13    6.742978710493081E-13    -2.7473875341711074E-9   0.10711502388614481
4.2392565379727095E-5     2.8903661268919756E-5    -1.202842983194236E-5    9.593545387405586E-13    6.455621228578658E-13    -2.7479083377840807E-9   0.10711502162625311
3.5251439854967694E-5     3.5251439854967694E-5    -3.7522522106739114E-7   3.091712893039703E-15    3.091712893039703E-15    -2.7485713148318064E-9   0.1071150320466093
3.882200261734738E-5      3.207755056194374E-5     -6.2018275265048754E-6   4.390633413933861E-13    3.603113548253958E-13    -2.748362196045468E-9    0.10711502683658987
3.490526388987007E-5      2.8148149695595687E-5    1.122645900776428E-5     -7.803539969233631E-13   -6.258099815098121E-13   -2.7495191722081608E-9   0.10711504242177587
4.445282208888424E-5      0                        -3.65929741856013E-5     3.1039074237005093E-12   0                        -2.74719499313604E-9     0.10711499967679015
3.97806491236432E-5       9.829387672287837E-6     -4.4859921258695386E-5   3.3815915624481667E-12   8.189426874382059E-13    -2.746646263367727E-9    0.10711499230464222
4.8235793935209406E-5     1.0463317474325445E-5    -1.9761017704297036E-5   1.821223153407242E-12    3.833273544453543E-13    -2.747898897822239E-9    0.10711501471166553
4.615381256961487E-5      0                        -2.609179242117532E-5    2.300211818403642E-12    0                        -2.748086983543887E-9    0.10711500905719938
4.310707461436318E-5      5.231658737162723E-6     -2.0626130367352054E-5   1.6820620017124316E-12   1.990628273112943E-13    -2.749192052676035E-9    0.10711501394482005
